# Generic MM-derived Ramachandran table for oligo-urea L-alanine, at pre-proline
# positions.  Data created by Tim Craven (twcraven@uw.edu) on 19 Sept 2017.  Added
# to Rosetta by Vikram K. Mulligan (vmullig@uw.edu) on 26 Sept 2017.
@N_MAINCHAIN_TORSIONS 3
@N_MAINCHAIN_TORSIONS_TOTAL 4
@MAINCHAIN_TORSIONS_PROVIDED 1 2 3
@DIMENSIONS 36 36 36
@OFFSETS 5 5 5
#Resname	phi	theta	psi	probability	-log(prob)
GENERIC_OLIGOUREA_ALA	-40 	140 	50 	2.58844441874e-13 	28.9825491242
GENERIC_OLIGOUREA_ALA	-40 	140 	60 	1.26311631898e-11 	25.0948540864
GENERIC_OLIGOUREA_ALA	-40 	140 	70 	8.54916983302e-09 	18.5774316543
GENERIC_OLIGOUREA_ALA	-40 	140 	80 	1.7502162712e-07 	15.5583562871
GENERIC_OLIGOUREA_ALA	-40 	140 	90 	3.26438287462e-07 	14.9350249185
GENERIC_OLIGOUREA_ALA	-40 	140 	100 	2.59696819087e-07 	15.1637509668
GENERIC_OLIGOUREA_ALA	-40 	140 	110 	1.68078596082e-07 	15.5988341331
GENERIC_OLIGOUREA_ALA	-40 	140 	120 	1.2591247123e-07 	15.8876788442
GENERIC_OLIGOUREA_ALA	-40 	140 	130 	1.33102730028e-07 	15.8321446006
GENERIC_OLIGOUREA_ALA	-40 	140 	140 	1.91830316639e-07 	15.4666546232
GENERIC_OLIGOUREA_ALA	-40 	140 	150 	3.07396752922e-07 	14.9951265689
GENERIC_OLIGOUREA_ALA	-40 	140 	160 	4.57148847195e-07 	14.5982567941
GENERIC_OLIGOUREA_ALA	-40 	140 	170 	5.86314073294e-07 	14.3494102297
GENERIC_OLIGOUREA_ALA	-40 	140 	180 	6.45278210173e-07 	14.2535842795
GENERIC_OLIGOUREA_ALA	-40 	150 	-180 	3.1269979948e-07 	14.9780222137
GENERIC_OLIGOUREA_ALA	-40 	150 	-170 	2.95624242347e-07 	15.0341766406
GENERIC_OLIGOUREA_ALA	-40 	150 	-160 	2.3967679186e-07 	15.2439745218
GENERIC_OLIGOUREA_ALA	-40 	150 	-150 	1.66739857915e-07 	15.6068309761
GENERIC_OLIGOUREA_ALA	-40 	150 	-140 	1.05651666093e-07 	16.0631183231
GENERIC_OLIGOUREA_ALA	-40 	150 	-130 	7.19835270115e-08 	16.4468285356
GENERIC_OLIGOUREA_ALA	-40 	150 	-120 	6.43002621315e-08 	16.559702129
GENERIC_OLIGOUREA_ALA	-40 	150 	-110 	7.96765867747e-08 	16.3452900613
GENERIC_OLIGOUREA_ALA	-40 	150 	-100 	1.20560635053e-07 	15.9311130151
GENERIC_OLIGOUREA_ALA	-40 	150 	-90 	1.88061660309e-07 	15.4864959475
GENERIC_OLIGOUREA_ALA	-40 	150 	-80 	2.65708469945e-07 	15.1408661068
GENERIC_OLIGOUREA_ALA	-40 	150 	-70 	2.93683261537e-07 	15.0407639921
GENERIC_OLIGOUREA_ALA	-40 	150 	-60 	1.84188390942e-07 	15.5073067393
GENERIC_OLIGOUREA_ALA	-40 	150 	-50 	2.22434017454e-08 	17.6212204231
GENERIC_OLIGOUREA_ALA	-40 	150 	-40 	1.14773968813e-11 	25.1906415033
GENERIC_OLIGOUREA_ALA	-40 	150 	-30 	5.74015296966e-16 	35.0938756282
GENERIC_OLIGOUREA_ALA	-40 	150 	-20 	5.74368053095e-19 	42.0010165546
GENERIC_OLIGOUREA_ALA	-40 	150 	-10 	4.09915700517e-20 	44.6409205158
GENERIC_OLIGOUREA_ALA	-40 	150 	0 	3.24455504272e-19 	42.572138547
GENERIC_OLIGOUREA_ALA	-40 	150 	10 	7.24026489216e-17 	37.1642887879
GENERIC_OLIGOUREA_ALA	-40 	150 	20 	7.51987839762e-17 	37.1263966136
GENERIC_OLIGOUREA_ALA	-40 	150 	30 	1.50651839632e-20 	45.6419005691
GENERIC_OLIGOUREA_ALA	-40 	150 	40 	3.07984194293e-22 	49.5319937674
GENERIC_OLIGOUREA_ALA	-40 	150 	50 	6.19614529214e-21 	46.5303595812
GENERIC_OLIGOUREA_ALA	-40 	150 	60 	2.76123351837e-17 	38.1282690741
GENERIC_OLIGOUREA_ALA	-40 	150 	70 	3.95824298391e-12 	26.2552208801
GENERIC_OLIGOUREA_ALA	-40 	150 	80 	2.71086449676e-08 	17.4234131574
GENERIC_OLIGOUREA_ALA	-40 	150 	90 	1.30188333528e-07 	15.8542837154
GENERIC_OLIGOUREA_ALA	-40 	150 	100 	1.21640487468e-07 	15.9221959667
GENERIC_OLIGOUREA_ALA	-40 	150 	110 	8.15594734423e-08 	16.3219333473
GENERIC_OLIGOUREA_ALA	-40 	150 	120 	6.16515609782e-08 	16.6017672877
GENERIC_OLIGOUREA_ALA	-40 	150 	130 	6.5292755657e-08 	16.5443847462
GENERIC_OLIGOUREA_ALA	-40 	150 	140 	9.40313035362e-08 	16.1796380938
GENERIC_OLIGOUREA_ALA	-40 	150 	150 	1.50399944867e-07 	15.709967792
GENERIC_OLIGOUREA_ALA	-40 	150 	160 	2.2310707792e-07 	15.3156140107
GENERIC_OLIGOUREA_ALA	-40 	150 	170 	2.85252092325e-07 	15.0698925132
GENERIC_OLIGOUREA_ALA	-40 	150 	180 	3.12699799251e-07 	14.9780222145
GENERIC_OLIGOUREA_ALA	-40 	160 	-180 	5.19753602373e-07 	14.4699109793
GENERIC_OLIGOUREA_ALA	-40 	160 	-170 	4.88994948396e-07 	14.530913678
GENERIC_OLIGOUREA_ALA	-40 	160 	-160 	3.94013000427e-07 	14.7468819322
GENERIC_OLIGOUREA_ALA	-40 	160 	-150 	2.72407881508e-07 	15.1159653295
GENERIC_OLIGOUREA_ALA	-40 	160 	-140 	1.72346332657e-07 	15.5737598227
GENERIC_OLIGOUREA_ALA	-40 	160 	-130 	1.18439076344e-07 	15.9488671323
GENERIC_OLIGOUREA_ALA	-40 	160 	-120 	1.09230505625e-07 	16.0298054571
GENERIC_OLIGOUREA_ALA	-40 	160 	-110 	1.44114882351e-07 	15.7526550613
GENERIC_OLIGOUREA_ALA	-40 	160 	-100 	2.34156358598e-07 	15.2672767456
GENERIC_OLIGOUREA_ALA	-40 	160 	-90 	3.75572694234e-07 	14.7948137913
GENERIC_OLIGOUREA_ALA	-40 	160 	-80 	5.08148941566e-07 	14.4924912403
GENERIC_OLIGOUREA_ALA	-40 	160 	-70 	5.1155338718e-07 	14.4858138832
GENERIC_OLIGOUREA_ALA	-40 	160 	-60 	2.80419988611e-07 	15.0869773983
GENERIC_OLIGOUREA_ALA	-40 	160 	-50 	2.78067532949e-08 	17.3979869215
GENERIC_OLIGOUREA_ALA	-40 	160 	-40 	2.42208269205e-11 	24.4438082363
GENERIC_OLIGOUREA_ALA	-40 	160 	-30 	5.79857880734e-15 	32.7811635406
GENERIC_OLIGOUREA_ALA	-40 	160 	-20 	2.5981132444e-17 	38.1891610745
GENERIC_OLIGOUREA_ALA	-40 	160 	-10 	5.06573715673e-18 	39.8240320074
GENERIC_OLIGOUREA_ALA	-40 	160 	0 	1.36631908979e-17 	38.8318262527
GENERIC_OLIGOUREA_ALA	-40 	160 	10 	9.348188886e-21 	46.1191043304
GENERIC_OLIGOUREA_ALA	-40 	160 	20 	3.67345917004e-28 	63.1712488325
GENERIC_OLIGOUREA_ALA	-40 	160 	30 	1.22959427465e-32 	73.4760387188
GENERIC_OLIGOUREA_ALA	-40 	160 	40 	3.9183636933e-33 	74.6196339273
GENERIC_OLIGOUREA_ALA	-40 	160 	50 	1.84351078423e-29 	66.1632959083
GENERIC_OLIGOUREA_ALA	-40 	160 	60 	5.56270993046e-22 	48.9407866588
GENERIC_OLIGOUREA_ALA	-40 	160 	70 	4.29806922559e-14 	30.7780253974
GENERIC_OLIGOUREA_ALA	-40 	160 	80 	1.9793146302e-08 	17.7379301055
GENERIC_OLIGOUREA_ALA	-40 	160 	90 	1.83027347831e-07 	15.5136302536
GENERIC_OLIGOUREA_ALA	-40 	160 	100 	1.93912694467e-07 	15.4558578077
GENERIC_OLIGOUREA_ALA	-40 	160 	110 	1.34846787224e-07 	15.8191266125
GENERIC_OLIGOUREA_ALA	-40 	160 	120 	1.03021873587e-07 	16.0883245063
GENERIC_OLIGOUREA_ALA	-40 	160 	130 	1.09483396846e-07 	16.0274929262
GENERIC_OLIGOUREA_ALA	-40 	160 	140 	1.57683861195e-07 	15.6626736869
GENERIC_OLIGOUREA_ALA	-40 	160 	150 	2.51989759787e-07 	15.193877386
GENERIC_OLIGOUREA_ALA	-40 	160 	160 	3.73133552831e-07 	14.8013294309
GENERIC_OLIGOUREA_ALA	-40 	160 	170 	4.75828665888e-07 	14.5582079931
GENERIC_OLIGOUREA_ALA	-40 	160 	180 	5.19753602082e-07 	14.4699109798
GENERIC_OLIGOUREA_ALA	-40 	170 	-180 	2.045344083e-06 	13.0999445269
GENERIC_OLIGOUREA_ALA	-40 	170 	-170 	1.9160781192e-06 	13.1652301072
GENERIC_OLIGOUREA_ALA	-40 	170 	-160 	1.53517387359e-06 	13.3868669106
GENERIC_OLIGOUREA_ALA	-40 	170 	-150 	1.05447973455e-06 	13.7624630553
GENERIC_OLIGOUREA_ALA	-40 	170 	-140 	6.6345709281e-07 	14.2258016532
GENERIC_OLIGOUREA_ALA	-40 	170 	-130 	4.55204060966e-07 	14.6025200329
GENERIC_OLIGOUREA_ALA	-40 	170 	-120 	4.20834819975e-07 	14.6810254319
GENERIC_OLIGOUREA_ALA	-40 	170 	-110 	5.58147254379e-07 	14.3986430126
GENERIC_OLIGOUREA_ALA	-40 	170 	-100 	9.09925270199e-07 	13.9099033615
GENERIC_OLIGOUREA_ALA	-40 	170 	-90 	1.45419212724e-06 	13.4410600506
GENERIC_OLIGOUREA_ALA	-40 	170 	-80 	1.94710656765e-06 	13.1491660988
GENERIC_OLIGOUREA_ALA	-40 	170 	-70 	1.9333538844e-06 	13.1562542993
GENERIC_OLIGOUREA_ALA	-40 	170 	-60 	1.06369071663e-06 	13.7537658892
GENERIC_OLIGOUREA_ALA	-40 	170 	-50 	1.37406211698e-07 	15.8003242493
GENERIC_OLIGOUREA_ALA	-40 	170 	-40 	8.21252318404e-10 	20.9201907231
GENERIC_OLIGOUREA_ALA	-40 	170 	-30 	8.38652749106e-13 	27.8069796608
GENERIC_OLIGOUREA_ALA	-40 	170 	-20 	9.0348962401e-15 	32.3376819551
GENERIC_OLIGOUREA_ALA	-40 	170 	-10 	4.67879190808e-16 	35.2983215506
GENERIC_OLIGOUREA_ALA	-40 	170 	0 	4.58549096752e-22 	49.1339748646
GENERIC_OLIGOUREA_ALA	-40 	170 	10 	4.69523747488e-33 	74.438759377
GENERIC_OLIGOUREA_ALA	-40 	170 	20 	1.23091931995e-40 	91.895642415
GENERIC_OLIGOUREA_ALA	-40 	170 	30 	1.03503980477e-43 	98.9767191141
GENERIC_OLIGOUREA_ALA	-40 	170 	40 	3.34508635857e-42 	95.5010813953
GENERIC_OLIGOUREA_ALA	-40 	170 	50 	3.62814499236e-36 	81.6043418515
GENERIC_OLIGOUREA_ALA	-40 	170 	60 	5.45300127725e-26 	58.1710462677
GENERIC_OLIGOUREA_ALA	-40 	170 	70 	4.63247325451e-14 	30.7031003962
GENERIC_OLIGOUREA_ALA	-40 	170 	80 	6.65510157935e-08 	16.5252970286
GENERIC_OLIGOUREA_ALA	-40 	170 	90 	6.37862081239e-07 	14.2651437506
GENERIC_OLIGOUREA_ALA	-40 	170 	100 	7.29669945943e-07 	14.1306735339
GENERIC_OLIGOUREA_ALA	-40 	170 	110 	5.25069455214e-07 	14.4597352875
GENERIC_OLIGOUREA_ALA	-40 	170 	120 	4.05824430489e-07 	14.7173452081
GENERIC_OLIGOUREA_ALA	-40 	170 	130 	4.33062251108e-07 	14.6523843523
GENERIC_OLIGOUREA_ALA	-40 	170 	140 	6.24372431126e-07 	14.2865188019
GENERIC_OLIGOUREA_ALA	-40 	170 	150 	9.97536572891e-07 	13.8179770243
GENERIC_OLIGOUREA_ALA	-40 	170 	160 	1.47563763381e-06 	13.4264203675
GENERIC_OLIGOUREA_ALA	-40 	170 	170 	1.87810621285e-06 	13.1852466224
GENERIC_OLIGOUREA_ALA	-40 	170 	180 	2.04534408216e-06 	13.0999445273
GENERIC_OLIGOUREA_ALA	-40 	180 	-180 	7.77779419397e-06 	11.7642377826
GENERIC_OLIGOUREA_ALA	-40 	180 	-170 	7.25960746995e-06 	11.8331847981
GENERIC_OLIGOUREA_ALA	-40 	180 	-160 	5.78764999621e-06 	12.0597842216
GENERIC_OLIGOUREA_ALA	-40 	180 	-150 	3.95176594314e-06 	12.4413480047
GENERIC_OLIGOUREA_ALA	-40 	180 	-140 	2.47098362864e-06 	12.9108942564
GENERIC_OLIGOUREA_ALA	-40 	180 	-130 	1.68614950689e-06 	13.2930630268
GENERIC_OLIGOUREA_ALA	-40 	180 	-120 	1.55255253376e-06 	13.3756101855
GENERIC_OLIGOUREA_ALA	-40 	180 	-110 	2.05338362855e-06 	13.096021575
GENERIC_OLIGOUREA_ALA	-40 	180 	-100 	3.33938440872e-06 	12.6097240767
GENERIC_OLIGOUREA_ALA	-40 	180 	-90 	5.32515945678e-06 	12.1430679019
GENERIC_OLIGOUREA_ALA	-40 	180 	-80 	7.13542138844e-06 	11.8504392494
GENERIC_OLIGOUREA_ALA	-40 	180 	-70 	7.16762306022e-06 	11.8459364701
GENERIC_OLIGOUREA_ALA	-40 	180 	-60 	4.28346875881e-06 	12.3607474189
GENERIC_OLIGOUREA_ALA	-40 	180 	-50 	8.90370692502e-07 	13.9316279525
GENERIC_OLIGOUREA_ALA	-40 	180 	-40 	3.29219694964e-08 	17.2291256362
GENERIC_OLIGOUREA_ALA	-40 	180 	-30 	2.92673568081e-10 	21.9519632301
GENERIC_OLIGOUREA_ALA	-40 	180 	-20 	7.60146400909e-13 	27.9052653474
GENERIC_OLIGOUREA_ALA	-40 	180 	-10 	4.2478406647e-21 	46.9078761779
GENERIC_OLIGOUREA_ALA	-40 	180 	0 	1.67634741559e-35 	80.0738609857
GENERIC_OLIGOUREA_ALA	-40 	180 	10 	5.45519020638e-47 	106.524931884
GENERIC_OLIGOUREA_ALA	-40 	180 	20 	2.24921822501e-53 	121.226427228
GENERIC_OLIGOUREA_ALA	-40 	180 	30 	3.09536024027e-54 	123.209690728
GENERIC_OLIGOUREA_ALA	-40 	180 	40 	5.20664855862e-50 	113.479318272
GENERIC_OLIGOUREA_ALA	-40 	180 	50 	8.79364633148e-41 	92.2319593598
GENERIC_OLIGOUREA_ALA	-40 	180 	60 	1.88561838602e-27 	61.5355416875
GENERIC_OLIGOUREA_ALA	-40 	180 	70 	2.8438135507e-12 	26.585875165
GENERIC_OLIGOUREA_ALA	-40 	180 	80 	2.58677182425e-07 	15.1676849526
GENERIC_OLIGOUREA_ALA	-40 	180 	90 	2.22690089821e-06 	13.0148996708
GENERIC_OLIGOUREA_ALA	-40 	180 	100 	2.67641842028e-06 	12.8310310676
GENERIC_OLIGOUREA_ALA	-40 	180 	110 	1.97405333338e-06 	13.1354215994
GENERIC_OLIGOUREA_ALA	-40 	180 	120 	1.54115507703e-06 	13.3829783727
GENERIC_OLIGOUREA_ALA	-40 	180 	130 	1.65088826176e-06 	13.3141970744
GENERIC_OLIGOUREA_ALA	-40 	180 	140 	2.38376583356e-06 	12.9468290378
GENERIC_OLIGOUREA_ALA	-40 	180 	150 	3.80907434099e-06 	12.4781243535
GENERIC_OLIGOUREA_ALA	-40 	180 	160 	5.63248564667e-06 	12.0869597129
GENERIC_OLIGOUREA_ALA	-40 	180 	170 	7.1591343524e-06 	11.8471214848
GENERIC_OLIGOUREA_ALA	-40 	180 	180 	7.77779419174e-06 	11.7642377829
GENERIC_OLIGOUREA_ALA	-30 	-180 	-180 	7.83757820498e-07 	14.0591657667
GENERIC_OLIGOUREA_ALA	-30 	-180 	-170 	7.31044267373e-07 	14.1287918217
GENERIC_OLIGOUREA_ALA	-30 	-180 	-160 	5.81919139202e-07 	14.3569343349
GENERIC_OLIGOUREA_ALA	-30 	-180 	-150 	3.96382868864e-07 	14.7408852522
GENERIC_OLIGOUREA_ALA	-30 	-180 	-140 	2.4710301338e-07 	15.213460529
GENERIC_OLIGOUREA_ALA	-30 	-180 	-130 	1.68052964208e-07 	15.5989866441
GENERIC_OLIGOUREA_ALA	-30 	-180 	-120 	1.54214297141e-07 	15.684922662
GENERIC_OLIGOUREA_ALA	-30 	-180 	-110 	2.03307872018e-07 	15.4085443959
GENERIC_OLIGOUREA_ALA	-30 	-180 	-100 	3.29692551463e-07 	14.925105279
GENERIC_OLIGOUREA_ALA	-30 	-180 	-90 	5.24539895519e-07 	14.4607443481
GENERIC_OLIGOUREA_ALA	-30 	-180 	-80 	7.01790275036e-07 	14.1696312311
GENERIC_OLIGOUREA_ALA	-30 	-180 	-70 	7.04517194271e-07 	14.1657530996
GENERIC_OLIGOUREA_ALA	-30 	-180 	-60 	4.21117584325e-07 	14.6803537446
GENERIC_OLIGOUREA_ALA	-30 	-180 	-50 	8.76096556277e-08 	16.250374621
GENERIC_OLIGOUREA_ALA	-30 	-180 	-40 	3.24356264826e-09 	19.5465935284
GENERIC_OLIGOUREA_ALA	-30 	-180 	-30 	2.88780319361e-11 	24.2679399505
GENERIC_OLIGOUREA_ALA	-30 	-180 	-20 	7.51194374462e-14 	30.2196970488
GENERIC_OLIGOUREA_ALA	-30 	-180 	-10 	4.20412445347e-22 	49.2208059897
GENERIC_OLIGOUREA_ALA	-30 	-180 	0 	1.66143633125e-36 	82.3853808597
GENERIC_OLIGOUREA_ALA	-30 	-180 	10 	5.41365321426e-48 	108.835160328
GENERIC_OLIGOUREA_ALA	-30 	-180 	20 	2.2347082115e-54 	123.535484356
GENERIC_OLIGOUREA_ALA	-30 	-180 	30 	3.078656676e-55 	125.517686757
GENERIC_OLIGOUREA_ALA	-30 	-180 	40 	5.18357834288e-51 	115.786344125
GENERIC_OLIGOUREA_ALA	-30 	-180 	50 	8.76258407289e-42 	94.5380830588
GENERIC_OLIGOUREA_ALA	-30 	-180 	60 	1.88057221439e-28 	63.8408065039
GENERIC_OLIGOUREA_ALA	-30 	-180 	70 	2.83858794849e-13 	28.8902994816
GENERIC_OLIGOUREA_ALA	-30 	-180 	80 	2.5842043926e-08 	17.4712630619
GENERIC_OLIGOUREA_ALA	-30 	-180 	90 	2.22663801438e-07 	15.31760282
GENERIC_OLIGOUREA_ALA	-30 	-180 	100 	2.67857144573e-07 	15.1328120412
GENERIC_OLIGOUREA_ALA	-30 	-180 	110 	1.97758013254e-07 	15.436221709
GENERIC_OLIGOUREA_ALA	-30 	-180 	120 	1.54551823798e-07 	15.6827363677
GENERIC_OLIGOUREA_ALA	-30 	-180 	130 	1.6573727887e-07 	15.6128619597
GENERIC_OLIGOUREA_ALA	-30 	-180 	140 	2.395786692e-07 	15.2443840014
GENERIC_OLIGOUREA_ALA	-30 	-180 	150 	3.83236623051e-07 	14.7746132238
GENERIC_OLIGOUREA_ALA	-30 	-180 	160 	5.67211376784e-07 	14.3825338041
GENERIC_OLIGOUREA_ALA	-30 	-180 	170 	7.21375983775e-07 	14.1421053602
GENERIC_OLIGOUREA_ALA	-30 	-180 	180 	7.83757820281e-07 	14.059165767
GENERIC_OLIGOUREA_ALA	-30 	-170 	-180 	3.49261047343e-06 	12.5648611147
GENERIC_OLIGOUREA_ALA	-30 	-170 	-170 	3.24500393573e-06 	12.6383939949
GENERIC_OLIGOUREA_ALA	-30 	-170 	-160 	2.57077375917e-06 	12.8713036308
GENERIC_OLIGOUREA_ALA	-30 	-170 	-150 	1.74210903914e-06 	13.2604140873
GENERIC_OLIGOUREA_ALA	-30 	-170 	-140 	1.08062152047e-06 	13.7379742004
GENERIC_OLIGOUREA_ALA	-30 	-170 	-130 	7.31769041539e-07 	14.1278008898
GENERIC_OLIGOUREA_ALA	-30 	-170 	-120 	6.69327980792e-07 	14.2169916417
GENERIC_OLIGOUREA_ALA	-30 	-170 	-110 	8.80607973762e-07 	13.9426532887
GENERIC_OLIGOUREA_ALA	-30 	-170 	-100 	1.42702537377e-06 	13.4599184384
GENERIC_OLIGOUREA_ALA	-30 	-170 	-90 	2.27132497065e-06 	12.9951472092
GENERIC_OLIGOUREA_ALA	-30 	-170 	-80 	3.04390565091e-06 	12.7023691135
GENERIC_OLIGOUREA_ALA	-30 	-170 	-70 	3.09078629606e-06 	12.6870850347
GENERIC_OLIGOUREA_ALA	-30 	-170 	-60 	1.97961138957e-06 	13.1326100004
GENERIC_OLIGOUREA_ALA	-30 	-170 	-50 	5.488708101e-07 	14.4154027417
GENERIC_OLIGOUREA_ALA	-30 	-170 	-40 	3.61148045515e-08 	17.1365629573
GENERIC_OLIGOUREA_ALA	-30 	-170 	-30 	1.14680311367e-10 	22.8888727598
GENERIC_OLIGOUREA_ALA	-30 	-170 	-20 	1.33267490756e-19 	43.4619286357
GENERIC_OLIGOUREA_ALA	-30 	-170 	-10 	5.60766648535e-37 	83.471513764
GENERIC_OLIGOUREA_ALA	-30 	-170 	0 	1.3356220312e-51 	117.142442618
GENERIC_OLIGOUREA_ALA	-30 	-170 	10 	4.51241007786e-61 	138.950859277
GENERIC_OLIGOUREA_ALA	-30 	-170 	20 	6.45838366854e-65 	147.802651964
GENERIC_OLIGOUREA_ALA	-30 	-170 	30 	1.52561203582e-63 	144.640465194
GENERIC_OLIGOUREA_ALA	-30 	-170 	40 	8.31042191008e-58 	131.432425015
GENERIC_OLIGOUREA_ALA	-30 	-170 	50 	8.5341375663e-46 	103.774839973
GENERIC_OLIGOUREA_ALA	-30 	-170 	60 	5.23301193442e-28 	62.8173955958
GENERIC_OLIGOUREA_ALA	-30 	-170 	70 	5.00153327729e-12 	26.021276595
GENERIC_OLIGOUREA_ALA	-30 	-170 	80 	1.13286111327e-07 	15.9933492596
GENERIC_OLIGOUREA_ALA	-30 	-170 	90 	9.69668506836e-07 	13.8463115694
GENERIC_OLIGOUREA_ALA	-30 	-170 	100 	1.18134585946e-06 	13.6488562106
GENERIC_OLIGOUREA_ALA	-30 	-170 	110 	8.78446143727e-07 	13.945111236
GENERIC_OLIGOUREA_ALA	-30 	-170 	120 	6.90172312789e-07 	14.1863245419
GENERIC_OLIGOUREA_ALA	-30 	-170 	130 	7.41778936129e-07 	14.1142145679
GENERIC_OLIGOUREA_ALA	-30 	-170 	140 	1.0733176729e-06 	13.7447560776
GENERIC_OLIGOUREA_ALA	-30 	-170 	150 	1.71688094711e-06 	13.2750013162
GENERIC_OLIGOUREA_ALA	-30 	-170 	160 	2.5389446529e-06 	12.8837620543
GENERIC_OLIGOUREA_ALA	-30 	-170 	170 	3.22364502533e-06 	12.6449978432
GENERIC_OLIGOUREA_ALA	-30 	-170 	180 	3.49261047295e-06 	12.5648611148
GENERIC_OLIGOUREA_ALA	-30 	-160 	-180 	5.60910468548e-06 	12.0911194438
GENERIC_OLIGOUREA_ALA	-30 	-160 	-170 	5.19016250436e-06 	12.1687455502
GENERIC_OLIGOUREA_ALA	-30 	-160 	-160 	4.09350287269e-06 	12.4061095064
GENERIC_OLIGOUREA_ALA	-30 	-160 	-150 	2.76228076769e-06 	12.7994538544
GENERIC_OLIGOUREA_ALA	-30 	-160 	-140 	1.70732702964e-06 	13.280581551
GENERIC_OLIGOUREA_ALA	-30 	-160 	-130 	1.15306334189e-06 	13.6730883816
GENERIC_OLIGOUREA_ALA	-30 	-160 	-120 	1.05269958238e-06 	13.7641526624
GENERIC_OLIGOUREA_ALA	-30 	-160 	-110 	1.38344990955e-06 	13.490930244
GENERIC_OLIGOUREA_ALA	-30 	-160 	-100 	2.23898731521e-06 	13.0094868857
GENERIC_OLIGOUREA_ALA	-30 	-160 	-90 	3.55059304267e-06 	12.5483959142
GENERIC_OLIGOUREA_ALA	-30 	-160 	-80 	4.70129276157e-06 	12.2676730314
GENERIC_OLIGOUREA_ALA	-30 	-160 	-70 	4.61938539616e-06 	12.2852488929
GENERIC_OLIGOUREA_ALA	-30 	-160 	-60 	2.72628598932e-06 	12.8125703185
GENERIC_OLIGOUREA_ALA	-30 	-160 	-50 	5.5634852828e-07 	14.4018708897
GENERIC_OLIGOUREA_ALA	-30 	-160 	-40 	5.91966434403e-09 	18.9449860883
GENERIC_OLIGOUREA_ALA	-30 	-160 	-30 	3.5763134712e-17 	37.8696140677
GENERIC_OLIGOUREA_ALA	-30 	-160 	-20 	2.1902413797e-35 	79.806466498
GENERIC_OLIGOUREA_ALA	-30 	-160 	-10 	1.30019513195e-52 	119.471910481
GENERIC_OLIGOUREA_ALA	-30 	-160 	0 	4.11813357858e-65 	148.252630999
GENERIC_OLIGOUREA_ALA	-30 	-160 	10 	1.87530495463e-72 	165.157355407
GENERIC_OLIGOUREA_ALA	-30 	-160 	20 	1.16140041975e-75 	172.544255439
GENERIC_OLIGOUREA_ALA	-30 	-160 	30 	2.48713345717e-73 	167.177580963
GENERIC_OLIGOUREA_ALA	-30 	-160 	40 	2.38072783304e-63 	144.195454605
GENERIC_OLIGOUREA_ALA	-30 	-160 	50 	1.0039114243e-46 	105.915010483
GENERIC_OLIGOUREA_ALA	-30 	-160 	60 	7.48420164006e-27 	60.15700316
GENERIC_OLIGOUREA_ALA	-30 	-160 	70 	3.60959472609e-12 	26.3474256141
GENERIC_OLIGOUREA_ALA	-30 	-160 	80 	2.03585535569e-07 	15.4071795982
GENERIC_OLIGOUREA_ALA	-30 	-160 	90 	1.66715183563e-06 	13.3043938752
GENERIC_OLIGOUREA_ALA	-30 	-160 	100 	1.93891829899e-06 	13.1533803182
GENERIC_OLIGOUREA_ALA	-30 	-160 	110 	1.42383146122e-06 	13.4621591079
GENERIC_OLIGOUREA_ALA	-30 	-160 	120 	1.11692062763e-06 	13.7049350989
GENERIC_OLIGOUREA_ALA	-30 	-160 	130 	1.20022129186e-06 	13.6330046083
GENERIC_OLIGOUREA_ALA	-30 	-160 	140 	1.73645368705e-06 	13.2636656354
GENERIC_OLIGOUREA_ALA	-30 	-160 	150 	2.77600870853e-06 	12.7944963782
GENERIC_OLIGOUREA_ALA	-30 	-160 	160 	4.09951857822e-06 	12.4046410111
GENERIC_OLIGOUREA_ALA	-30 	-160 	170 	5.19385431921e-06 	12.168034493
GENERIC_OLIGOUREA_ALA	-30 	-160 	180 	5.60910468557e-06 	12.0911194438
GENERIC_OLIGOUREA_ALA	-30 	-150 	-180 	5.02043290234e-06 	12.2019943925
GENERIC_OLIGOUREA_ALA	-30 	-150 	-170 	4.62523911758e-06 	12.2839824872
GENERIC_OLIGOUREA_ALA	-30 	-150 	-160 	3.6339956624e-06 	12.5251777816
GENERIC_OLIGOUREA_ALA	-30 	-150 	-150 	2.44506158123e-06 	12.9214402488
GENERIC_OLIGOUREA_ALA	-30 	-150 	-140 	1.50825149116e-06 	13.404559531
GENERIC_OLIGOUREA_ALA	-30 	-150 	-130 	1.01727212839e-06 	13.7983858972
GENERIC_OLIGOUREA_ALA	-30 	-150 	-120 	9.27874579876e-07 	13.8903692643
GENERIC_OLIGOUREA_ALA	-30 	-150 	-110 	1.21699074351e-06 	13.61912935
GENERIC_OLIGOUREA_ALA	-30 	-150 	-100 	1.95933558899e-06 	13.1429051274
GENERIC_OLIGOUREA_ALA	-30 	-150 	-90 	3.05768512228e-06 	12.6978524243
GENERIC_OLIGOUREA_ALA	-30 	-150 	-80 	3.84654221419e-06 	12.4683359394
GENERIC_OLIGOUREA_ALA	-30 	-150 	-70 	3.25922851866e-06 	12.6340200413
GENERIC_OLIGOUREA_ALA	-30 	-150 	-60 	1.20611688637e-06 	13.6281045436
GENERIC_OLIGOUREA_ALA	-30 	-150 	-50 	3.77970205675e-08 	17.0910355584
